"","FeatureID","Taxon","Domain","Supergroup","Division","Subdivision","Class","Order","Family","Genus","GENUS_SPECIES.x","Phylum","Grazer.Taxonomic.ID","GENUS","SPECIES","Synonym.Basionym","Feeding.Mode","Morphotype","ESD","Prey_MaxESD","Unknown","Bacteria","Detritus","Diatoms","Haptophytes","Chlorophytes","Cryptophytes","Raphidophytes","Pelagophytes","Dinoflagellates","Ciliates","Copepods","Copepod.Eggs...Nauplii","Metazoan.Host","Other","References","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","GENUS_SPECIES.y","DIST"
"1","78951b2d4ca30531381672a30be0978a","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium_fusiforme;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium fusiforme","Dinoflagellata","Gyrodinium fusiforme","Gyrodinium","fusiforme","","Heterotroph","SH","31.1 - 39.9 µm","40 µm","","","","+","","","","","","+","","","","","","Naustvoll (2000); Takano & Horiguchi (2004); Saito et al. (2006); Sherr & Sherr (2007)",NA,NA,NA,NA,NA,NA,NA,NA,"Gyrodinium fusiforme",0
"2","5e17c3e33777d518bd32c27129ba5ebb","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Amphidomataceae;Amphidoma;Amphidoma_languida;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Amphidomataceae","Amphidoma","Amphidoma languida","Dinoflagellata","Amphidoma languida","Amphidoma","languida","","Mixotroph","CM*","14.4 µm","not recorded","","+","","","","","","","","","","","","","","Stoecker (1999); Tillmann et al. (2015); Duhamel et al. (2019)",NA,NA,NA,NA,NA,NA,NA,NA,"Amphidoma languida",0
"3","03726af9054530eeb012eae67565fb47","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniales_X;Levanderina;Levanderina_fissa;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniales_X","Levanderina","Levanderina fissa","Dinoflagellata","Levanderina fissa","Levanderina","fissa","Gyrodinium instriatum","Mixotroph","CM","47.9 µm","50 µm (L)","","","","","","","","","","","+","","","","","Biecheler (1952); Bockstahler & Coats (1993); Uchida et al. (1997); Moestrup et al. (2014)",NA,NA,NA,NA,NA,NA,NA,NA,"Levanderina fissa",0
"4","adabfc507c294f1b872586bbcb491181","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Kareniaceae;Karlodinium;Karlodinium_veneficum;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium","Karlodinium veneficum","Dinoflagellata","Karlodinium veneficum","Karlodinium","veneficum","Karlodinium micrum, Gyrodinium galatheanum","Mixotroph","CM","10.5 - 18.7 µm","10 µm","","+","","","","","+","","","+","","","","","","Li et al. (1999); Li et al. (2000); Li et al. (2001); Adolf et al. (2003); Adolf et al. (2006); Jeong et al. (2010); Calbet et al. (2011); Wang et al. (2011); Place et al. (2012); Zhou et al. (2015); Lin et al. (2018); Ferreira et al. (2022)",NA,NA,NA,NA,NA,NA,NA,NA,"Karlodinium veneficum",0
"5","a67b5e3ce0c7bcecc14633b458085920","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Gonyaulax_polygramma;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax polygramma","Dinoflagellata","Gonyaulax polygramma","Gonyaulax","polygramma","G. schuetti","Mixotroph","CM","29.5 - 39.4 µm","20 µm","","+","","","","","+","","","+","","","","","","Jacobson & Anderson (1996); Jeong et al. (2005); Lee et al. (2016)",NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma",0
"6","9928ba2ee7530f99cbc9d8a02e7fb2a2","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium_fusiforme;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium fusiforme","Dinoflagellata","Gyrodinium fusiforme","Gyrodinium","fusiforme","","Heterotroph","SH","31.1 - 39.9 µm","40 µm","","","","+","","","","","","+","","","","","","Naustvoll (2000); Takano & Horiguchi (2004); Saito et al. (2006); Sherr & Sherr (2007)",NA,NA,NA,NA,NA,NA,NA,NA,"Gyrodinium fusiforme",0
"7","df81490a2d7cdc0c113f6afd54db878d","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium_affine;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Pyrocystaceae","Alexandrium","Alexandrium affine","Dinoflagellata","Alexandrium affine","Alexandrium","affine","","Autotroph","","30.1 - 31.9 µm","not recorded","","","","","","","","","","","","","","","","Lee et al. (2016); Kim et al. (2017)",NA,NA,NA,NA,NA,NA,NA,NA,"Alexandrium affine",0
"8","e99d0f2958a689ca29249bd89d11da36","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium_fusiforme;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium fusiforme","Dinoflagellata","Gyrodinium fusiforme","Gyrodinium","fusiforme","","Heterotroph","SH","31.1 - 39.9 µm","40 µm","","","","+","","","","","","+","","","","","","Naustvoll (2000); Takano & Horiguchi (2004); Saito et al. (2006); Sherr & Sherr (2007)",NA,NA,NA,NA,NA,NA,NA,NA,"Gyrodinium fusiforme",0
"9","00f066863da13773adc026b18451bb76","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Gonyaulax_polygramma;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax polygramma","Dinoflagellata","Gonyaulax polygramma","Gonyaulax","polygramma","G. schuetti","Mixotroph","CM","29.5 - 39.4 µm","20 µm","","+","","","","","+","","","+","","","","","","Jacobson & Anderson (1996); Jeong et al. (2005); Lee et al. (2016)",NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma",0
"10","e4c357a6f1f5d47536f1e3f002d411f9","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacales_X;Carinadinium;Carinadinium_ovatum;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacales_X","Carinadinium","Carinadinium ovatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","4e16577523131b11dadc2885ba25ca4e","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniales_X;Grammatodinium;Grammatodinium_tongyeonginum;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniales_X","Grammatodinium","Grammatodinium tongyeonginum","Dinoflagellata","Grammatodinium tongyeonginum","Grammatodinium","tongyeonginum","","Mixotroph","CM","22.7 - 35.6 µm","not recorded","+","","","","","","","","","","","","","","","Li et al. (2017)",NA,NA,NA,NA,NA,NA,NA,NA,"Grammatodinium tongyeonginum",0
"12","a39f4c467a0d13e165709520f2639693","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Peridiniales_X;Brandtodinium;Brandtodinium_nutricula;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_X","Brandtodinium","Brandtodinium nutricula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","f1ac07a01d2492514c80b5d494c385c1","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;Prorocentrum_donghaiense;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum donghaiense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","4b1a24eabe41fc61dc44dfb7b1c155f4","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium_fusiforme;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium fusiforme","Dinoflagellata","Gyrodinium fusiforme","Gyrodinium","fusiforme","","Heterotroph","SH","31.1 - 39.9 µm","40 µm","","","","+","","","","","","+","","","","","","Naustvoll (2000); Takano & Horiguchi (2004); Saito et al. (2006); Sherr & Sherr (2007)",NA,NA,NA,NA,NA,NA,NA,NA,"Gyrodinium fusiforme",0
"15","3d1d3485878e803e02f1f7b8ca173e61","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Amphidomataceae;Amphidoma;Amphidoma_languida;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Amphidomataceae","Amphidoma","Amphidoma languida","Dinoflagellata","Amphidoma languida","Amphidoma","languida","","Mixotroph","CM*","14.4 µm","not recorded","","+","","","","","","","","","","","","","","Stoecker (1999); Tillmann et al. (2015); Duhamel et al. (2019)",NA,NA,NA,NA,NA,NA,NA,NA,"Amphidoma languida",0
"16","bb53aca625312992515fdea72094f754","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium_fusiforme;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium fusiforme","Dinoflagellata","Gyrodinium fusiforme","Gyrodinium","fusiforme","","Heterotroph","SH","31.1 - 39.9 µm","40 µm","","","","+","","","","","","+","","","","","","Naustvoll (2000); Takano & Horiguchi (2004); Saito et al. (2006); Sherr & Sherr (2007)",NA,NA,NA,NA,NA,NA,NA,NA,"Gyrodinium fusiforme",0
"17","c34d5b09154618d41a6410b168848730","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium_ostenfeldii;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Pyrocystaceae","Alexandrium","Alexandrium ostenfeldii","Dinoflagellata","Alexandrium ostenfeldii","Alexandrium","ostenfeldii","Alexandriun peruvianum","Mixotroph","CM","46.2 - 62.6 µm","48 µm","","","","","","","","","","+","+","","","","","Jacobson and Anderson (1996); Gribble et al. (2005); Blossom et al. (2012); Lee et al. (2016); Blossom et al. (2017); Mitra et al. (2023)",NA,NA,NA,NA,NA,NA,NA,NA,"Alexandrium ostenfeldii",0
"18","66706e253cd15a42964f3529eb1d4b90","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Gonyaulax_polygramma;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax polygramma","Dinoflagellata","Gonyaulax polygramma","Gonyaulax","polygramma","G. schuetti","Mixotroph","CM","29.5 - 39.4 µm","20 µm","","+","","","","","+","","","+","","","","","","Jacobson & Anderson (1996); Jeong et al. (2005); Lee et al. (2016)",NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma",0
"19","3045268bc4554606dfc30f4cdd056026","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacales_X;Carinadinium;Carinadinium_ovatum;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacales_X","Carinadinium","Carinadinium ovatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","1ec21f8afee0572240315afc4fcf14d2","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Margalefidinium;Margalefidinium_polykrikoides;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Margalefidinium","Margalefidinium polykrikoides","Dinoflagellata","Margalefidinium polykrikoides","Margalefidinium","polykrikoides","Cochlodinium polykrikoides","Mixotroph","CM","23 - 28.8 µm","11 µm","","+","","+","+","","+","","","+","","","","","","Jeong et al. (2004); Jeong et al. (2005)",NA,NA,NA,NA,NA,NA,NA,NA,"Margalefidinium polykrikoides",0
"21","bd1504fba279b57524ba2e239cfca965","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium_ostenfeldii;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Pyrocystaceae","Alexandrium","Alexandrium ostenfeldii","Dinoflagellata","Alexandrium ostenfeldii","Alexandrium","ostenfeldii","Alexandriun peruvianum","Mixotroph","CM","46.2 - 62.6 µm","48 µm","","","","","","","","","","+","+","","","","","Jacobson and Anderson (1996); Gribble et al. (2005); Blossom et al. (2012); Lee et al. (2016); Blossom et al. (2017); Mitra et al. (2023)",NA,NA,NA,NA,NA,NA,NA,NA,"Alexandrium ostenfeldii",0
"22","f9500e66827cb1d732f12cc83be5462a","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniales_X;Levanderina;Levanderina_fissa;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniales_X","Levanderina","Levanderina fissa","Dinoflagellata","Levanderina fissa","Levanderina","fissa","Gyrodinium instriatum","Mixotroph","CM","47.9 µm","50 µm (L)","","","","","","","","","","","+","","","","","Biecheler (1952); Bockstahler & Coats (1993); Uchida et al. (1997); Moestrup et al. (2014)",NA,NA,NA,NA,NA,NA,NA,NA,"Levanderina fissa",0
"23","ade43485ac6d137d18adbbf066048c2b","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Gonyaulax_polygramma;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax polygramma","Dinoflagellata","Gonyaulax polygramma","Gonyaulax","polygramma","G. schuetti","Mixotroph","CM","29.5 - 39.4 µm","20 µm","","+","","","","","+","","","+","","","","","","Jacobson & Anderson (1996); Jeong et al. (2005); Lee et al. (2016)",NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma",0
"24","f60b731255b742c17020465b4a8dcaa9","Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-3;Ichthyodinium;Ichthyodinium_chabelardi;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-3","Ichthyodinium","Ichthyodinium chabelardi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","63a8be58d3e1ec4c55c991c015876b93","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;Heterocapsa_nei/rotundata;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa nei/rotundata","Dinoflagellata","Heterocapsa nei/rotundata","Heterocapsa","nei/rotundata","","Mixotroph","CM","5.4 - 6.2 µm"," < 5 µm","","+","","+","","","","","","","","","","","","Jeong et al. (2005); Yoo et al. (2009); Jeong et al. (2010); Blossom et al. (2017); Millette et al. (2017); Lee et al. (2019)",NA,NA,NA,NA,NA,NA,NA,NA,"Heterocapsa nei/rotundata",0
"26","cc7d2676622fe37ef3fc9b42eae504a4","Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-3;Ichthyodinium;Ichthyodinium_chabelardi;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-3","Ichthyodinium","Ichthyodinium chabelardi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","f1a09d5a6efe92f28408e649caa97392","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Margalefidinium;Margalefidinium_polykrikoides;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Margalefidinium","Margalefidinium polykrikoides","Dinoflagellata","Margalefidinium polykrikoides","Margalefidinium","polykrikoides","Cochlodinium polykrikoides","Mixotroph","CM","23 - 28.8 µm","11 µm","","+","","+","+","","+","","","+","","","","","","Jeong et al. (2004); Jeong et al. (2005)",NA,NA,NA,NA,NA,NA,NA,NA,"Margalefidinium polykrikoides",0
"28","b0488a063ee060ef5324bf06ae1268aa","Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-3;Ichthyodinium;Ichthyodinium_chabelardi;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-3","Ichthyodinium","Ichthyodinium chabelardi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","50e2783e4d1e253afcfc33708278208e","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae;Pfiesteria;Pfiesteria_piscicida;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae","Pfiesteria","Pfiesteria piscicida","Dinoflagellata","Pfiesteria piscicda","Pfiesteria","piscicda","","Mixotroph","pSNCM","13.5 µm","40 µm","","","","+","","","+","+","","+","","","","","","Steidinger et al. (1996); Lewitus et al. (1999); Feinstein et al. (2002); Stoecker & Gustafson (2002); Jeong et al. (2006); Kang et al. (2018); Jeong et al. (2021); Park et al. (2021)",NA,NA,NA,NA,NA,NA,NA,NA,"Pfiesteria piscicda",1
"30","913b4a4ba9bc38bb0e163652ad47196c","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium_fusiforme;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium fusiforme","Dinoflagellata","Gyrodinium fusiforme","Gyrodinium","fusiforme","","Heterotroph","SH","31.1 - 39.9 µm","40 µm","","","","+","","","","","","+","","","","","","Naustvoll (2000); Takano & Horiguchi (2004); Saito et al. (2006); Sherr & Sherr (2007)",NA,NA,NA,NA,NA,NA,NA,NA,"Gyrodinium fusiforme",0
"31","a5e6bd6e7e353d388488d9175ba5a242","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Margalefidinium;Margalefidinium_polykrikoides;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Margalefidinium","Margalefidinium polykrikoides","Dinoflagellata","Margalefidinium polykrikoides","Margalefidinium","polykrikoides","Cochlodinium polykrikoides","Mixotroph","CM","23 - 28.8 µm","11 µm","","+","","+","+","","+","","","+","","","","","","Jeong et al. (2004); Jeong et al. (2005)",NA,NA,NA,NA,NA,NA,NA,NA,"Margalefidinium polykrikoides",0
"32","62e6e3a34b00f0318a0197c16493b7e9","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Gonyaulax_elongata;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax elongata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","f87e5026c45cf928801b8489a8a017a5","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium_fusiforme;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium fusiforme","Dinoflagellata","Gyrodinium fusiforme","Gyrodinium","fusiforme","","Heterotroph","SH","31.1 - 39.9 µm","40 µm","","","","+","","","","","","+","","","","","","Naustvoll (2000); Takano & Horiguchi (2004); Saito et al. (2006); Sherr & Sherr (2007)",NA,NA,NA,NA,NA,NA,NA,NA,"Gyrodinium fusiforme",0
"34","4253e14f55b85e97892025b40c4c0fcf","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Margalefidinium;Margalefidinium_polykrikoides;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Margalefidinium","Margalefidinium polykrikoides","Dinoflagellata","Margalefidinium polykrikoides","Margalefidinium","polykrikoides","Cochlodinium polykrikoides","Mixotroph","CM","23 - 28.8 µm","11 µm","","+","","+","+","","+","","","+","","","","","","Jeong et al. (2004); Jeong et al. (2005)",NA,NA,NA,NA,NA,NA,NA,NA,"Margalefidinium polykrikoides",0
"35","887979f8ea7d62debcba72eedb65e4ac","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Margalefidinium;Margalefidinium_polykrikoides;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Margalefidinium","Margalefidinium polykrikoides","Dinoflagellata","Margalefidinium polykrikoides","Margalefidinium","polykrikoides","Cochlodinium polykrikoides","Mixotroph","CM","23 - 28.8 µm","11 µm","","+","","+","+","","+","","","+","","","","","","Jeong et al. (2004); Jeong et al. (2005)",NA,NA,NA,NA,NA,NA,NA,NA,"Margalefidinium polykrikoides",0
"36","245ce3006795cf00b975a9cd732a4774","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Gonyaulax_polygramma;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax polygramma","Dinoflagellata","Gonyaulax polygramma","Gonyaulax","polygramma","G. schuetti","Mixotroph","CM","29.5 - 39.4 µm","20 µm","","+","","","","","+","","","+","","","","","","Jacobson & Anderson (1996); Jeong et al. (2005); Lee et al. (2016)",NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma",0
"37","8c9216eef4eac520ab42955a3bff5986","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium_fusiforme;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium fusiforme","Dinoflagellata","Gyrodinium fusiforme","Gyrodinium","fusiforme","","Heterotroph","SH","31.1 - 39.9 µm","40 µm","","","","+","","","","","","+","","","","","","Naustvoll (2000); Takano & Horiguchi (2004); Saito et al. (2006); Sherr & Sherr (2007)",NA,NA,NA,NA,NA,NA,NA,NA,"Gyrodinium fusiforme",0
"38","47d64ade8ea446fa406631ddd91eb603","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniales_X;Grammatodinium;Grammatodinium_tongyeonginum;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniales_X","Grammatodinium","Grammatodinium tongyeonginum","Dinoflagellata","Grammatodinium tongyeonginum","Grammatodinium","tongyeonginum","","Mixotroph","CM","22.7 - 35.6 µm","not recorded","+","","","","","","","","","","","","","","","Li et al. (2017)",NA,NA,NA,NA,NA,NA,NA,NA,"Grammatodinium tongyeonginum",0
"39","687298dd9aeb15a55fa51b65e8970b33","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniales_X;Levanderina;Levanderina_fissa;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniales_X","Levanderina","Levanderina fissa","Dinoflagellata","Levanderina fissa","Levanderina","fissa","Gyrodinium instriatum","Mixotroph","CM","47.9 µm","50 µm (L)","","","","","","","","","","","+","","","","","Biecheler (1952); Bockstahler & Coats (1993); Uchida et al. (1997); Moestrup et al. (2014)",NA,NA,NA,NA,NA,NA,NA,NA,"Levanderina fissa",0
"40","50fa1fc294aec8a241ffd2811a9bf76e","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium_fusiforme;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium fusiforme","Dinoflagellata","Gyrodinium fusiforme","Gyrodinium","fusiforme","","Heterotroph","SH","31.1 - 39.9 µm","40 µm","","","","+","","","","","","+","","","","","","Naustvoll (2000); Takano & Horiguchi (2004); Saito et al. (2006); Sherr & Sherr (2007)",NA,NA,NA,NA,NA,NA,NA,NA,"Gyrodinium fusiforme",0
"41","261e35ab0df20f785095978db5439c25","Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniales_X;Grammatodinium;Grammatodinium_tongyeonginum;","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniales_X","Grammatodinium","Grammatodinium tongyeonginum","Dinoflagellata","Grammatodinium tongyeonginum","Grammatodinium","tongyeonginum","","Mixotroph","CM","22.7 - 35.6 µm","not recorded","+","","","","","","","","","","","","","","","Li et al. (2017)",NA,NA,NA,NA,NA,NA,NA,NA,"Grammatodinium tongyeonginum",0
